MECID,CommitteeName,Comm_Type,Comm_Status,Candidate FName,Candidate MName,Candidate LName,ElectionDate,Office Sought
C081121,Vote Trout,Debt Service,Terminated,James ,,Trout,11/4/2008,State Senator
C081122,Friends Of Jim Baldwin,Candidate,Terminated,Jim,,Baldwin,8/5/2008,State Representative
C081122E,Friends Of Jim Baldwin,Exemption,Terminated,Jim,,Baldwin,11/4/2008,State Representative
C081123,Missourians For Cleaner Cheaper Energy,Campaign,Terminated,,,,,
C081124E,Bobby Foster,Exemption,Terminated,Bobby,,Foster,8/5/2008,State Representative
C081124E,Bobby Foster,Exemption,Terminated,Bobby,,Foster,11/4/2008,State Representative
C081125E,Steven R Hedrick,Exemption,Terminated,Steven,R,Hedrick,8/5/2008,State Representative
C081126,Dessau 08,Candidate,Terminated,Randy,Scot,Dessau,8/5/2008,State Representative
C081127,Citizens For Waltemath,Candidate,Terminated,Mike,,Waltemath,8/5/2008,State Representative
C081127,Citizens For Waltemath,Candidate,Terminated,Mike,,Waltemath,11/4/2008,State Representative
C081128,Committee To Elect Metzger,Candidate,Terminated,C Lillian,,Metzger,8/5/2008,Lieutenant Governor
C081128E,C Lillian Metzger,Exemption,Terminated,C ,Lillian,Metzger,8/5/2008,Lieutenant Governor
C081129,Elect Patrick Lewis State Representative,Candidate,Terminated,Patrick ,,Lewis,8/5/2008,State Representative
C081129,Elect Patrick Lewis State Representative,Candidate,Terminated,Patrick ,,Lewis,11/4/2008,State Representative
C081130,Missourians For Mitchell Hubbard,Debt Service,Terminated,Mitchell,,Hubbard,8/5/2008,Secretary of State
C081130,Missourians For Mitchell Hubbard,Debt Service,Terminated,Mitchell,,Hubbard,11/4/2008,Secretary of State
C081131,Anthony Kelly For State Representative,Candidate,Terminated,Anthony ,,Kelly,8/5/2008,State Representative
C081132,Stella Sollars 08,Candidate,Terminated,Stella,,Sollars,8/5/2008,State Representative
C081133,Alliance To Elect Brenda Boyd Missouri House Of Representatives 80Th District,Candidate,Terminated,Brenda ,M,Boyd,8/5/2008,State Representative
C081134,Citizens For Mark Sheehan In The 28Th,Candidate,Terminated,Mark,,Sheehan,8/5/2008,State Representative
C081134,Citizens For Mark Sheehan In The 28Th,Candidate,Terminated,Mark,,Sheehan,11/4/2008,State Representative
C081135,Committee To Elect David Hurst,Candidate,Terminated,David,E ,Hurst,8/5/2008,State Representative
C081135,Committee To Elect David Hurst,Candidate,Terminated,David,E ,Hurst,11/4/2008,State Representative
C081136,Citizens For Gary Thompson,Candidate,Terminated,Gary,,Thompson,8/5/2008,State Representative
C081137,Friends Of Nick Haul,Candidate,Terminated,Nick ,,Haul,8/5/2008,State Representative
C081137,Friends Of Nick Haul,Candidate,Terminated,Nick ,,Haul,11/4/2008,State Representative
C081138,Linda Sanders District 27,Candidate,Terminated,Linda,,Sanders,8/5/2008,State Senator
C081138,Linda Sanders District 27,Candidate,Terminated,Linda,,Sanders,11/4/2008,State Senator
C081139,Committee For Judge Lawson,Candidate,Terminated,Bob,,Lawson,8/5/2008,Circuit Judge
C081140E,Scott Long,Exemption,Terminated,Scott,,Long,8/5/2008,Governor
C081141,Citizens For Shawgo,Candidate,Terminated,Ronald,,Shawgo,8/5/2008,State Representative
C081141,Citizens For Shawgo,Candidate,Terminated,Ronald,,Shawgo,11/4/2008,State Representative
C081142,Friends Of Kevin C Walker For State Rep 118,Candidate,Terminated,Kevin,C,Walker,8/5/2008,State Representative
C081143,Schesch For Treasurer,Debt Service,Terminated,Daniel,,Schesch,8/5/2008,Treasurer
C081144,Citizens For Kuhlmann,Candidate,Terminated,Kevin,,Kuhlmann,8/5/2008,State Representative
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,8/5/2008,State Senator
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,11/4/2008,State Senator
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,8/7/2012,State Senator
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,11/6/2012,State Senator
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,8/2/2016,Attorney General
C081145,Citizens To Elect Kurt Schaefer Attorney General,Candidate,Terminated,Kurt,,Schaefer,8/4/2020,Attorney General
C081146,20th Senatorial Committee,Political Action,Terminated,,,,,
C081147,Committee To Elect Riche Senator 3Rd District,Candidate,Terminated,Dennis ,,Riche,8/5/2008,State Senator
C081147,Committee To Elect Riche Senator 3Rd District,Candidate,Terminated,Dennis ,,Riche,11/4/2008,State Senator
C081148,Friends For Foust County Council,Candidate,Terminated,Daniel,J,Foust Sr,8/5/2008,Council Person
C081148,Friends For Foust County Council,Candidate,Terminated,Daniel,J,Foust Sr,11/4/2008,Council Person
C081149E,John R Alsup,Exemption,Terminated,John,R,Alsup,8/5/2008,State Representative
C081149E,John R Alsup,Exemption,Terminated,John,R,Alsup,11/4/2008,State Representative
C081150,Citizens To Elect Mike Rumley Judge ,Candidate,Terminated,J,Michael,Rumley,8/5/2008,Circuit Judge
C081151,Citizens To Elect Joan Brenon,Candidate,Terminated,Joan,L,Brenon,8/5/2008,State Representative
C081152,Blane Mitchell Campaign,Candidate,Terminated,Blane,,Mitchell,8/5/2008,Presiding Commissioner
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,8/5/2008,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,11/4/2008,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,8/3/2010,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,11/2/2010,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,8/7/2012,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,11/6/2012,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,8/5/2014,State Representative
C081153,Citizens For Black,Candidate,Terminated,Linda ,R,Black ,11/4/2014,State Representative
C081154,Citizens to Preserve Fairview School,Political Action,Terminated,,,,,
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,8/5/2008,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,11/4/2008,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,8/3/2010,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,11/2/2010,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,8/7/2012,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,11/6/2012,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,8/5/2014,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,11/4/2014,State Representative
C081155,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon ,L,Pace,8/7/2018,State Senator
C081156,Mcintire 2008,Candidate,Terminated,Marcus,P,Mcintire,8/5/2008,State Representative
C081157,Political Information Committee (PIC),Political Action,Terminated,,,,,
C081158E,Richard Lesh,Exemption,Terminated,Richard,,Lesh,8/5/2008,State Representative
C081158E,Richard Lesh,Exemption,Terminated,Richard,,Lesh,11/4/2008,State Representative
C081159E,Arthur Hodge Sr,Exemption,Terminated,Arthur,,Hodge ,8/5/2008,Lieutenant Governor
C081160E,Michael J Peters Jr,Exemption,Terminated,Michael,J,Peters ,8/5/2008,State Representative
C081160E,Michael J Peters Jr,Exemption,Terminated,Michael,J,Peters ,11/4/2008,State Representative
C081161E,Art Gansner,Exemption,Terminated,Art,,Gansner,8/5/2008,State Representative
C081162,Friends For Jerry Morgan,Candidate,Terminated,Jerry,,Morgan,8/5/2008,State Representative
C081162,Friends For Jerry Morgan,Candidate,Terminated,Jerry,,Morgan,11/4/2008,State Representative
C081163,Mike Roberts Jr For State Representative,Candidate,Terminated,Mike,,Roberts ,8/5/2008,State Representative
C081164,Citizens For Sid Sullivan,Candidate,Terminated,Sid,,Sullivan,8/5/2008,Associate Commissioner
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,8/5/2008,State Representative
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,11/4/2008,State Representative
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,8/3/2010,State Representative
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,11/2/2010,State Representative
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,8/7/2012,State Representative
C081165,Friends Of Steve Webb,Candidate,Terminated,Steven,,Webb,11/6/2012,State Representative
C081166,Committee To Elect Laura Elizabeth Sprehe,Candidate,Terminated,Laura,Elizabeth,Sprehe,8/5/2008,State Representative
C081167E,Christopher W Dwyer,Exemption,Terminated,Christopher,W,Dwyer,8/5/2008,State Senator
C081167E,Christopher W Dwyer,Exemption,Terminated,Christopher,W,Dwyer,11/4/2008,State Senator
C081168E,Mark Peters,Exemption,Terminated,Mark,,Peters,8/5/2008,State Representative
C081169E,Eric S Harris,Exemption,Terminated,Eric,S,Harris,8/5/2008,State Senator
C081169E,Eric S Harris,Exemption,Terminated,Eric,S,Harris,11/4/2008,State Senator
C081170E,Robert Christophel,Exemption,Terminated,Robert,,Christophel,8/5/2008,State Senator
C081170E,Robert Christophel,Exemption,Terminated,Robert,,Christophel,11/4/2008,State Senator
C081171,Committee To Elect Craig J Putnam Eastern District Commissioner,Candidate,Terminated,Craig,J,Putnam,8/5/2008,Associate Commissioner
C081172,Democratic Legislative District Committee - District 2,Political Action,Terminated,,,,,
C081173,Mike Austin For Effective Government,Debt Service,Terminated,Mike,,Austin,8/5/2008,State Representative
C081173,Mike Austin For Effective Government,Debt Service,Terminated,Mike,,Austin,11/4/2008,State Representative
C081174,The Committee To Elect Elizabeth Allemann,Candidate,Terminated,Elizabeth,,Allemann,8/5/2008,State Senator
C081175,Committee To Elect James D Ellis,Candidate,Terminated,James,D,Ellis,8/5/2008,State Representative
C081175,Committee To Elect James D Ellis,Candidate,Terminated,James,D,Ellis,11/4/2008,State Representative
C081176,Committee To Elect Jay Lawson,Candidate,Terminated,Jay,,Lawson,8/5/2008,Associate Commissioner
C081177E,Larry S Busby,Exemption,Terminated,Larry ,S,Busby,8/5/2008,State Representative
C081177E,Larry S Busby,Exemption,Terminated,Larry ,S,Busby,11/4/2008,State Representative
C081178,100th District Republicans,Political Party,Active,,,,,
C081179E,William H (Bill) Pinkston,Exemption,Terminated,William ,H,Pinkston,8/5/2008,State Representative
C081180E,Mike Lind,Exemption,Terminated,Mike,,Lind,8/5/2008,State Representative
C081180E,Mike Lind,Exemption,Terminated,Mike,,Lind,11/4/2008,State Representative
C081181,Citizens For Owen,Candidate,Terminated,Gene,,Owen,8/5/2008,Presiding Commissioner
C081182,Asbury For County Clerk,Candidate,Terminated,Lisa,,Asbury,8/5/2008,County Clerk
C081182,Asbury For County Clerk,Candidate,Terminated,Lisa,,Asbury,11/4/2008,County Clerk
C081183,Manning For A Better Missouri,Candidate,Terminated,Kristy,,Manning,8/5/2008,State Representative
C081183,Manning For A Better Missouri,Candidate,Terminated,Kristy,,Manning,11/4/2008,State Representative
C081186,Elect Yancey Committee,Candidate,Terminated,David,,Yancey,8/5/2008,Public Administrator
C081186,Elect Yancey Committee,Candidate,Terminated,David,,Yancey,11/4/2008,Public Administrator
C081186,Elect Yancey Committee,Candidate,Terminated,David,,Yancey,8/7/2012,Public Administrator
C081186,Elect Yancey Committee,Candidate,Terminated,David,,Yancey,11/6/2012,Public Administrator
C081187E,Jennie Lee (Jen) Schwartze Sievers,Exemption,Terminated,Jennie ,Lee ,Sievers Schwartze,8/5/2008,Governor
C081188,Citizens For Terry Ozborn,Candidate,Terminated,Terry,,Ozborn,8/5/2008,Public Administrator
C081189,Missourians for Sustainable Development,Political Action,Terminated,,,,,
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,8/5/2008,State Representative
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,11/4/2008,State Representative
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,8/3/2010,State Representative
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,11/2/2010,State Representative
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,8/7/2012,State Treasurer
C081190,Friends To Elect Cole Mcnary,Candidate,Terminated,Cole,,McNary,11/6/2012,State Treasurer
C081191,Friends Of Wayne Wallingford,Candidate,Terminated,A,Wayne,Wallingford Jr,8/5/2008,State Representative
C081192,Team Eagleton Election Committee,Candidate,Terminated,Steve,,Eagleton,8/5/2008,State Senator
C081193,Fann For Families,Candidate,Terminated,Tom,,Fann,8/5/2008,Council Person
C081194E,Kevin Parr,Exemption,Terminated,Kevin,,Parr,8/5/2008,State Representative
C081194E,Kevin Parr,Exemption,Terminated,Kevin,,Parr,11/4/2008,State Representative
C081195,Cape Girardeau County Area Ambulance District Trust,Political Action,Terminated,,,,,
C081196,Friends For Harris,Candidate,Terminated,April,,Harris,8/5/2008,State Representative
C081197,John Mayfield For State Representative,Candidate,Terminated,John,A,Mayfield,8/3/2010,State Representative
C081198E,Orval Lee Page,Exemption,Terminated,Orval,Lee,Page,8/5/2008,State Representative
C081199,Citizens To Elect Tom Scheppers,Candidate,Terminated,Tom,,Scheppers,8/5/2008,State Representative
C081200,Friends Of Louie Seiberlich,Candidate,Terminated,Louie,,Seiberlich,8/5/2008,State Representative
C081200,Friends Of Louie Seiberlich,Candidate,Terminated,Louie,,Seiberlich,11/4/2008,State Representative
C081201,O'sullivan For Missouri,Candidate,Terminated,Daniel,F,O'sullivan ,8/5/2008,State Representative
C081201,O'sullivan For Missouri,Candidate,Terminated,Daniel,F,O'sullivan ,11/4/2008,State Representative
C081202,Citizens To Elect Douglas R Broste,Candidate,Terminated,Douglas,,Broste,8/5/2008,State Representative
C081202,Citizens To Elect Douglas R Broste,Candidate,Terminated,Douglas,,Broste,11/4/2008,State Representative
C081203,Citizens For David Jones,Candidate,Terminated,David ,,Jones,8/5/2008,Circuit Judge
C081203,Citizens For David Jones,Candidate,Terminated,David ,,Jones,11/4/2008,Circuit Judge
C081204,Polk County Republican Central Committee,Political Party,Active,,,,,
C081205,Ronald E Levy,Candidate,Terminated,Ronald,E ,Levy,11/4/2008,State Representative
C081205E,Ronald E Levy,Exemption,Terminated,Ronald,E ,Levy,8/5/2008,State Representative
C081205E,Ronald E Levy,Exemption,Terminated,Ronald,E ,Levy,11/4/2008,State Representative
C081206,Committee To Elect Sheryl Fehling,Candidate,Terminated,Sheryl,,Fehling,11/7/2000,County Clerk
C081206,Committee To Elect Sheryl Fehling,Candidate,Terminated,Sheryl,,Fehling,8/5/2008,County Clerk
C081207,Friends Of Connie Alumbaugh-Hoover For Jasper County Assessor,Candidate,Terminated,Connie,,Alumbaugh-Hoover,8/5/2008,Assessor
C081207,Friends Of Connie Alumbaugh-Hoover For Jasper County Assessor,Candidate,Terminated,Connie,,Alumbaugh-Hoover,11/4/2008,Assessor
C081208,Hobbs For Circuit Clerk,Candidate,Terminated,Brooke,D,Hobbs,8/5/2008,Circuit Clerk
C081209,Campaign To Elect Kathleen Hensley,Candidate,Terminated,Kathleen,,Hensley,11/4/2008,State Representative
C081210,Molly Williams For Missouri,Candidate,Terminated,Molly,,Williams,8/5/2008,Attorney General
C081211,Elect Alice Geary Sgroi,Debt Service,Terminated,Alice ,Geary,Sgroi,8/5/2008,State Representative
C081211,Elect Alice Geary Sgroi,Debt Service,Terminated,Alice ,Geary,Sgroi,11/4/2008,State Representative
C081211E,Alice J Geary,Exemption,Terminated,Alice ,J,Geary,8/5/2008,State Representative
C081211E,Alice J Geary,Exemption,Terminated,Alice ,J,Geary,11/4/2008,State Representative
C081212E,Marshall Works,Exemption,Terminated,Marshall,,Works,8/5/2008,State Representative
C081213,Friends Of Plescia,Debt Service,Terminated,Frank,,Plescia,8/5/2008,State Representative
C081213,Friends Of Plescia,Debt Service,Terminated,Frank,,Plescia,11/4/2008,State Representative
C081214,Higher Education Fund of the P.A.C. of the Greater Kansas City Chamber of Commerce,Political Action,Terminated,,,,,
C081215,Life Sciences Fund of Greater Kansas City ,Political Action,Terminated,,,,,
C081216,Citizens For Chris Ruggles ,Candidate,Terminated,Christopher,,Ruggles,8/5/2008,State Representative
C081216,Citizens For Chris Ruggles ,Candidate,Terminated,Christopher,,Ruggles,11/4/2008,State Representative
C081217,Citizens To Elect Tony Condra,Candidate,Terminated,Tony,,Condra,8/5/2008,State Representative
C081218,Kevin Leeseberg For Senate,Candidate,Terminated,Kevin,,Leeseberg,8/5/2008,State Senator
C081218,Kevin Leeseberg For Senate,Candidate,Terminated,Kevin,,Leeseberg,11/4/2008,State Senator
C081219,Quality EMS,Political Action,Active,,,,,
C081220,Friends For Linnenbringer,Debt Service,Terminated,Gary,,Linnenbringer,8/5/2008,State Representative
C081220,Friends For Linnenbringer,Debt Service,Terminated,Gary,,Linnenbringer,11/4/2008,State Representative
C081221,Citizens For Dan Colbert,Candidate,Terminated,Dan,,Colbert,8/5/2008,State Representative
C081221,Citizens For Dan Colbert,Candidate,Terminated,Dan,,Colbert,11/4/2008,State Representative
C081222,Choose Dan Dunham,Candidate,Terminated,Dan,,Dunham,8/5/2008,Public Administrator
C081223,Conservatives For Owens,Candidate,Terminated,Jon,,Owens,8/5/2008,State Representative
C081224,Lower My Tax.Net To Elect Flynn,Candidate,Terminated,Patrick,E,Flynn,8/5/2008,State Representative
C081225,Horwitz For Circuit Judge,Candidate,Terminated,Lou,,Horwitz,8/5/2008,Circuit Judge
C081225,Horwitz For Circuit Judge,Candidate,Terminated,Lou,,Horwitz,11/4/2008,Circuit Judge
C081226,Friends Of John Rizzo,Candidate,Terminated,John,Joseph,Rizzo,8/5/2008,State Representative
C081228,Republican Leadership Campaign Committeee,Political Action,Terminated,,,,,
C081229,Springfield Good Government Committee,Political Action,Active,,,,,
C081230,Democrat Club of Christian County,Political Action,Active,,,,,
C081231,Citizens For Porter,Candidate,Terminated,Katee,,Porter,8/5/2008,Associate Commissioner
C081231,Citizens For Porter,Candidate,Terminated,Katee,,Porter,11/4/2008,Associate Commissioner
C081232,Hensley For Assessor,Candidate,Terminated,Brent,,Hensley,8/5/2008,Assessor
C081233,Wheeler For Treasurer,Debt Service,Terminated,Charles,B,Wheeler,8/5/2008,State Treasurer
C081234,The Committee To Elect Philip J Sherman,Candidate,Terminated,Philip,J,Sherman,8/5/2008,State Representative
C081235,Friends Of Phil Bognar,Candidate,Terminated,Phil,,Bognar,8/5/2008,State Representative
C081235,Friends Of Phil Bognar,Candidate,Terminated,Phil,,Bognar,11/4/2008,State Representative
C081236E,Ken Griffey,Exemption,Terminated,Ken,,Griffey,11/7/2000,Sheriff
C081236E,Ken Griffey,Exemption,Terminated,Ken,,Griffey,8/5/2008,Sheriff
C081237E,Don Devivo,Exemption,Terminated,Don,,Devivo,8/5/2008,Treasurer
C081237E,Don Devivo,Exemption,Terminated,Don,,Devivo,11/4/2008,Treasurer
C081238,Friends of Labor,Political Action,Terminated,,,,,
C081239E,Tom Tramel,Exemption,Terminated,Tom,,Tramel,8/5/2008,State Representative
C081239E,Tom Tramel,Exemption,Terminated,Tom,,Tramel,11/4/2008,State Representative
C081240,Committee To Elect Roman Lee Leblanc,Candidate,Terminated,Roman,Lee ,Leblanc,8/5/2008,State Representative
C081240,Committee To Elect Roman Lee Leblanc,Candidate,Terminated,Roman,Lee ,Leblanc,11/4/2008,State Representative
C081240,Committee To Elect Roman Lee Leblanc,Candidate,Terminated,Roman,Lee ,Leblanc,8/7/2012,State Representative
C081241,Friends For Mansfield,Candidate,Terminated,Eric,,Mansfield,8/5/2008,State Representative
C081241,Friends For Mansfield,Candidate,Terminated,Eric,,Mansfield,11/4/2008,State Representative
C081242,Bishop For Boone Assessor,Candidate,Terminated,Barbara,G,Bishop,8/5/2008,Assessor
C081243,Friends Of Terry Hollander,Candidate,Terminated,Terry ,,Hollander,8/5/2008,Council Person
C081243,Friends Of Terry Hollander,Candidate,Terminated,Terry ,,Hollander,8/3/2010,Council Person
C081243,Friends Of Terry Hollander,Candidate,Terminated,Terry ,,Hollander,11/2/2010,Council Person
C081243,Friends Of Terry Hollander,Candidate,Terminated,Terry ,,Hollander,8/5/2014,Council Person
C081243,Friends Of Terry Hollander,Candidate,Terminated,Terry ,,Hollander,11/4/2014,Council Person
C081244,Jason Parson For State Representative,Candidate,Terminated,Jason,,Parson,8/5/2008,State Representative
C081245,7th District Congressional Democratic Committee,Political Party,Terminated,,,,,
C081246,Committee To Elect Laura Fabro,Candidate,Terminated,Laura,,Fabro,8/5/2008,Public Administrator
C081246,Committee To Elect Laura Fabro,Candidate,Terminated,Laura,,Fabro,11/4/2008,Public Administrator
C081247,Wildberger for Leadership,Political Action,Terminated,,,,,
C081248,Committee To Elect Wes Upchurch,Candidate,Terminated,Wes,,Upchurch,8/5/2008,Secretary of State
C081248,Committee To Elect Wes Upchurch,Candidate,Terminated,Wes,,Upchurch,11/4/2008,Secretary of State
C081249,Plattner For Lieutenant Governor,Candidate,Terminated,Becky,L,Plattner,8/5/2008,Lieutenant Governor
C081250,Committee To Elect Gary Allison Assessor,Candidate,Terminated,Gary,,Allison,8/5/2008,Assessor
C081251,Southeast MO Leadership Committee,Political Action,Terminated,,,,,
C081252,Committee To Elect Jim Musser,Candidate,Terminated,Jim,,Musser,8/5/2008,Assessor
C081252,Committee To Elect Jim Musser,Candidate,Terminated,Jim,,Musser,11/4/2008,Assessor
C081253,Family And Friends For Terry Wilson,Candidate,Terminated,Terry,L,Wilson,8/5/2008,State Representative
C081254,Citizens For Del Davis,Candidate,Terminated,Lillard,Del,Davis,8/5/2008,State Representative
C081255,The Citizens Of Stone County For Integrity And Morality In Public Office,Political Action,Terminated,,,,,
C081256,Karl Timmerman For Circuit Judge,Candidate,Terminated,Karl ,,Timmerman,8/5/2008,Circuit Judge
C081257,Friends Of Casey Forbis,Candidate,Terminated,Casey,,Forbis,8/5/2008,Public Administrator
C081258,Citizens Taking Charge,Political Action,Terminated,,,,,
C081259,Stuppy Election Committee,Candidate,Terminated,Mark,,Stuppy,8/5/2008,State Representative
C081260E,Robert Roland,Exemption,Terminated,Robert,,Roland,8/5/2008,State Representative
C081260E,Robert Roland,Exemption,Terminated,Robert,,Roland,11/4/2008,State Representative
C081261,Committee To Elect Richard Riley To The Missouri House Of Representatives Dist 86,Candidate,Terminated,Richard,H,Riley,8/5/2008,State Representative
C081262,Lynn Stoppy For Circuit Judge,Candidate,Terminated,Lynn,,Stoppy,8/5/2008,Circuit Judge
C081262,Lynn Stoppy For Circuit Judge,Candidate,Terminated,Lynn,,Stoppy,11/4/2008,Circuit Judge
C081263,Committee To Elect Ronica Herman For State Reprsentative Dist 92,Candidate,Terminated,Ronica,,Herman,8/5/2008,State Representative
C081263,Committee To Elect Ronica Herman For State Reprsentative Dist 92,Candidate,Terminated,Ronica,,Herman,11/4/2008,State Representative
C081264,Paul D Sims For Lt Governor,Candidate,Terminated,Paul,D,Sims,8/5/2008,Lieutenant Governor
C081265,Elect Mike Odonnell Mo Rep 2008,Candidate,Terminated,Mike,,Odonnell,8/5/2008,State Representative
C081265,Elect Mike Odonnell Mo Rep 2008,Candidate,Terminated,Mike,,Odonnell,11/4/2008,State Representative
C081266,Committee To Elect Ronnie Condren,Candidate,Terminated,Ronnie,,Condren,8/5/2008,State Representative
C081267,Committee To Elect Jonathon Main For Missouri House,Candidate,Terminated,Jonathon,P,Main,8/5/2008,State Representative
C081267E,Committee To Elect Jonathon Main For Missouri House,Exemption,Terminated,Jonathon,P,Main,8/5/2008,State Representative
C081267E,Committee To Elect Jonathon Main For Missouri House,Exemption,Terminated,Jonathon,P,Main,11/4/2008,State Representative
C081268,Committee To Elect Leonard Steinman,Candidate,Terminated,Leonard,J,Steinman Ii,8/5/2008,State Representative
C081268E,Leonard J Steinman II,Exemption,Terminated,Leonard,J,Steinman ,11/4/2008,State Representative
C081269,Oswald For Rep,Candidate,Terminated,Rick,,Oswald,8/5/2008,State Representative
C081269,Oswald For Rep,Candidate,Terminated,Rick,,Oswald,11/4/2008,State Representative
C081270,Citizens For Mike Ebenroth,Candidate,Terminated,Mike ,,Ebenroth,8/5/2008,Assessor
C081270,Citizens For Mike Ebenroth,Candidate,Terminated,Mike ,,Ebenroth,11/4/2008,Assessor
C081271,Finkenstadt For Governor,Candidate,Terminated,Andrew,W,Finkenstadt,8/5/2008,Governor
C081271,Finkenstadt For Governor,Candidate,Terminated,Andrew,W,Finkenstadt,11/4/2008,Governor
C081272,Stephens For Judge,Candidate,Terminated,Mark,A,Stephens,8/5/2008,Associate Circuit Judge
C081272,Stephens For Judge,Candidate,Terminated,Mark,A,Stephens,11/4/2008,Associate Circuit Judge
C081273E,Richard Charles Tolbert,Exemption,Terminated,Richard,Charles,Tolbert,8/5/2008,Lieutenant Governor
C081274E,Theo Ted Brown Sr,Exemption,Terminated,Theo ,Ted,Brown,11/4/2008,Governor
C081275,Carla Keough For The House Committee,Candidate,Terminated,Carla,,Keough,8/5/2008,State Representative
C081275,Carla Keough For The House Committee,Candidate,Terminated,Carla,,Keough,11/4/2008,State Representative
C081276,Missouri Jobs PAC,Political Action,Terminated,,,,,
C081277,Citizens For Jim Danner,Candidate,Terminated,Jim,,Danner,8/5/2008,State Representative
C081277,Citizens For Jim Danner,Candidate,Terminated,Jim,,Danner,11/4/2008,State Representative
C081278,Concerned Citizens For Thompson,Candidate,Terminated,Dr Gregory,,Thompson,11/4/2008,Governor
C081279,Committee For Crane For Missouri 126Th District,Candidate,Terminated,Linda,Marie,Crane,8/5/2008,State Representative
C081279,Committee For Crane For Missouri 126Th District,Candidate,Terminated,Linda,Marie,Crane,11/4/2008,State Representative
C081280,Citizens For Charles Head,Candidate,Terminated,Charles,,Head,8/5/2008,State Representative
C081281,Committee To Elect Mary Anne Baier,Candidate,Terminated,Mary,Anne,Baier,8/5/2008,State Representative
C081281,Committee To Elect Mary Anne Baier,Candidate,Terminated,Mary,Anne,Baier,11/4/2008,State Representative
C081282,Citizens For Steven Sieber,Candidate,Terminated,Steven,,Sieber,8/3/2010,State Representative
C081283,Committee to Stop Lembke,Political Action,Terminated,,,,,
C081284,Citizens for Government Accountability,Political Action,Active,,,,,
C081285,Campaign For Debbie Cook,Candidate,Terminated,Debbie,,Cook,8/5/2008,State Representative
C081285,Campaign For Debbie Cook,Candidate,Terminated,Debbie,,Cook,11/4/2008,State Representative
C081286,Republicans to Protect Medical Advances,Political Action,Terminated,,,,,
C081287,Win With Willis,Candidate,Terminated,Larry,,Willis,8/5/2008,State Senator
C081287,Win With Willis,Candidate,Terminated,Larry,,Willis,11/4/2008,State Senator
C081288,Citizens For Bert Atkins,Candidate,Terminated,Bertram,F,Atkins,8/5/2008,State Representative
C081288,Citizens For Bert Atkins,Candidate,Terminated,Bertram,F,Atkins,11/4/2008,State Representative
C081288,Citizens For Bert Atkins,Candidate,Terminated,Bertram,F,Atkins,8/3/2010,State Representative
C081288,Citizens For Bert Atkins,Candidate,Terminated,Bertram,F,Atkins,11/2/2010,State Representative
C081288,Citizens For Bert Atkins,Candidate,Terminated,Bertram,F,Atkins,8/7/2012,State Representative
C081289,St Louis Regional Chamber PAC-Missouri,Political Action,Terminated,,,,,
C081290E,Janet Adams,Exemption,Terminated,Janet,,Adams,8/5/2008,State Representative
C081290E,Janet Adams,Exemption,Terminated,Janet,,Adams,11/4/2008,State Representative
